,,,,,,,,,,,,,,,,,,
,Month,App,City ID,Basket,Payment to Merchants,Trips,Total Eater Fees,Gross Bookings,Payments to Couriers,Incentive to Existing Eaters,Incentive to New Eaters,Discount due to other promotions/subscriptions,Revenue gained due to subscription,Net Revenue,New Eaters,Active Eaters,%SMB,%ENT
,2022-12-01 0:00:00,UberEats,L2,"$1,170,824","-$959,755","39,010","$268,830","$1,545,397","-$176,073","-$39,783","-$5,510","-$50,768","$13,886","$215,545",584,"10,305",79.86%,20.14%
,2023-01-01 0:00:00,UberEats,L2,"$1,197,522","-$981,441","40,050","$275,031","$1,580,983","-$178,065","-$46,006","-$6,307","-$55,648","$14,286","$217,685",623,"10,445",81.31%,18.69%
,2023-02-01 0:00:00,UberEats,L2,"$1,153,222","-$945,749","38,417","$267,323","$1,524,558","-$170,091","-$48,904","-$4,319","-$55,694","$13,804","$208,846",564,"10,241",80.58%,19.42%
,2023-03-01 0:00:00,UberEats,L2,"$1,340,110","-$1,101,969","44,348","$295,698","$1,755,556","-$194,763","-$62,378","-$4,847","-$60,310","$14,927","$218,968",670,"11,140",80.46%,19.54%
,2023-04-01 0:00:00,UberEats,L2,"$1,281,384","-$1,054,470","42,423","$281,618","$1,677,433","-$186,651","-$63,058","-$6,058","-$56,895","$14,946","$206,232",610,"10,865",80.05%,19.95%
,2023-05-01 0:00:00,UberEats,L2,"$1,306,724","-$1,077,185","43,337","$287,684","$1,710,175","-$194,700","-$65,954","-$6,246","-$56,831","$17,313","$211,043",666,"11,178",79.98%,20.02%
,2023-06-01 0:00:00,UberEats,L2,"$1,233,552","-$1,018,796","40,708","$290,606","$1,633,759","-$181,861","-$43,839","-$6,241","-$56,122","$18,161","$221,916",651,"10,775",79.88%,20.12%
,2022-06-01 0:00:00,UberEats,M1,"$71,057","-$55,849","2,705","$17,581","$96,801","-$9,958","-$1,533",-$695,"-$2,713","$1,211","$17,680",81,827,73.58%,26.42%
,2022-07-01 0:00:00,UberEats,M1,"$75,827","-$60,502","2,878","$18,066","$102,558","-$10,045","-$1,930",-$706,"-$3,460","$1,274","$16,974",89,858,74.06%,25.94%
,2022-08-01 0:00:00,UberEats,M1,"$74,233","-$58,879","2,849","$17,774","$100,509","-$9,791","-$2,288",-$685,"-$3,562","$1,292","$16,868",85,841,75.06%,24.94%
,2022-09-01 0:00:00,UberEats,M1,"$71,966","-$57,004","2,697","$17,246","$97,479","-$8,996","-$2,375",-$610,"-$3,559","$1,258","$15,829",73,808,74.38%,25.62%
,2022-10-01 0:00:00,UberEats,M1,"$73,336","-$57,869","2,722","$18,503","$100,342","-$9,250","-$2,218",-$670,"-$4,279","$1,339","$16,547",76,819,73.83%,26.17%
,2022-11-01 0:00:00,UberEats,M1,"$71,354","-$56,455","2,665","$17,560","$97,152","-$9,721","-$1,673",-$796,"-$3,984","$1,314","$14,955",75,810,72.93%,27.07%
,2022-12-01 0:00:00,UberEats,M1,"$77,597","-$61,358","2,793","$19,356","$105,898","-$12,598","-$2,351",-$907,"-$4,895","$1,408","$13,166",81,848,73.85%,26.15%
,2023-01-01 0:00:00,UberEats,M1,"$78,898","-$62,180","2,911","$19,853","$107,943","-$12,797","-$2,859",-$869,"-$5,360","$1,426","$14,057",86,847,74.91%,25.09%
,2023-02-01 0:00:00,UberEats,M1,"$76,417","-$60,153","2,743","$19,325","$104,355","-$11,640","-$3,105",-$513,"-$5,589","$1,380","$13,835",79,832,73.03%,26.97%
,2023-03-01 0:00:00,UberEats,M1,"$89,378","-$70,843","3,228","$22,009","$121,645","-$16,244","-$4,013",-$405,"-$6,269","$1,496","$12,513",96,916,73.07%,26.93%
,2023-04-01 0:00:00,UberEats,M1,"$84,105","-$66,923","3,054","$20,949","$114,701","-$14,222","-$3,870",-$776,"-$5,827","$1,506","$12,866",82,876,73.05%,26.95%
,2023-05-01 0:00:00,UberEats,M1,"$83,789","-$66,820","3,060","$21,368","$114,654","-$14,186","-$3,150",-$842,"-$5,881","$1,760","$14,725",93,890,73.49%,26.51%
,2023-06-01 0:00:00,UberEats,M1,"$80,672","-$64,432","2,948","$20,407","$110,451","-$10,517","-$2,065",-$845,"-$5,556","$1,789","$17,470",96,874,74.33%,25.67%
,2022-06-01 0:00:00,UberEats,M2,"$1,241,265","-$974,477","40,652","$266,411","$1,594,567","-$125,091","-$14,718","-$5,892","-$46,150","$13,981","$341,158",672,"10,199",84.42%,15.58%
,2022-07-01 0:00:00,UberEats,M2,"$1,296,482","-$1,028,434","41,928","$279,987","$1,667,330","-$112,547","-$23,953","-$5,700","-$51,808","$14,933","$355,524",715,"10,417",84.81%,15.19%
,2022-08-01 0:00:00,UberEats,M2,"$1,287,045","-$1,016,189","41,852","$279,620","$1,656,665","-$112,761","-$28,621","-$4,315","-$54,123","$14,853","$354,832",626,"10,225",85.26%,14.74%
,2022-09-01 0:00:00,UberEats,M2,"$1,282,139","-$1,011,487","40,741","$273,210","$1,644,840","-$108,179","-$30,314","-$3,873","-$54,795","$13,719","$343,309",568,"10,041",85.28%,14.72%
,2022-10-01 0:00:00,UberEats,M2,"$1,368,314","-$1,078,854","43,422","$270,832","$1,734,180","-$119,879","-$32,456","-$3,717","-$53,316","$14,388","$348,862",571,"10,336",84.98%,15.02%
,2022-11-01 0:00:00,UberEats,M2,"$1,295,678","-$1,023,215","40,839","$278,191","$1,664,145","-$109,976","-$21,957","-$4,087","-$58,658","$15,009","$359,664",536,"10,180",84.55%,15.45%
,2022-12-01 0:00:00,UberEats,M2,"$1,403,721","-$1,107,408","43,103","$302,656","$1,804,358","-$121,649","-$26,767","-$4,317","-$64,564","$15,950","$385,618",557,"10,786",85.16%,14.84%
,2023-01-01 0:00:00,UberEats,M2,"$1,385,446","-$1,092,613","43,263","$299,351","$1,781,603","-$114,689","-$29,832","-$3,941","-$67,476","$16,147","$385,210",571,"10,640",85.81%,14.19%
,2023-02-01 0:00:00,UberEats,M2,"$1,309,050","-$1,033,564","40,904","$285,797","$1,686,077","-$105,512","-$27,358","-$2,444","-$65,478","$15,383","$364,051",530,"10,308",85.47%,14.53%
,2023-03-01 0:00:00,UberEats,M2,"$1,529,449","-$1,212,937","47,662","$321,750","$1,957,168","-$127,696","-$32,789","-$2,021","-$72,899","$16,729","$402,455",667,"11,378",84.88%,15.12%
,2023-04-01 0:00:00,UberEats,M2,"$1,526,006","-$1,210,687","46,870","$306,614","$1,937,918","-$131,773","-$41,458","-$4,294","-$68,019","$16,781","$379,170",666,"11,308",84.66%,15.34%
,2023-05-01 0:00:00,UberEats,M2,"$1,536,190","-$1,221,780","48,260","$287,713","$1,929,581","-$132,437","-$36,954","-$4,475","-$57,426","$18,702","$382,623",688,"11,424",84.93%,15.07%
,2023-06-01 0:00:00,UberEats,M2,"$1,500,884","-$1,194,471","47,452","$283,227","$1,886,854","-$125,131","-$20,047","-$4,751","-$55,989","$19,588","$380,180",728,"11,248",84.61%,15.39%
,2022-06-01 0:00:00,UberEats,N1,"$164,218","-$130,631","5,987","$37,638","$220,494","-$21,968","-$2,885","-$1,071","-$6,289","$2,991","$41,178",152,"1,870",78.48%,21.52%
,2022-07-01 0:00:00,UberEats,N1,"$175,702","-$140,821","6,317","$38,658","$234,214","-$21,284","-$4,944","-$1,023","-$7,767","$3,156","$40,750",154,"1,924",79.55%,20.45%
,2022-08-01 0:00:00,UberEats,N1,"$173,650","-$138,868","6,290","$38,619","$231,929","-$20,453","-$6,242",-$982,"-$8,031","$3,151","$39,696",146,"1,900",79.91%,20.09%
,2022-09-01 0:00:00,UberEats,N1,"$169,816","-$135,658","6,046","$38,916","$228,114","-$19,460","-$5,509",-$997,"-$8,689","$3,000","$38,813",139,"1,877",79.18%,20.82%
,2023-06-01 0:00:00,Postmates,L1,"$80,909","-$65,844","2,687","$11,662","$99,091","-$7,903","-$4,398",-$235,"-$1,243",$732,"$12,772",42,637,74.48%,25.52%
,2022-06-01 0:00:00,Postmates,L2,"$790,909","-$657,143","23,550","$158,442","$1,020,779","-$102,597","-$21,558",-$517,"-$27,273","$10,253","$135,065",254,"5,889",89.69%,10.31%
,2022-07-01 0:00:00,Postmates,L2,"$774,026","-$645,455","22,984","$154,545","$1,000,000","-$97,922","-$22,727",-$437,"-$26,623","$10,026","$126,364",246,"5,695",89.69%,10.31%
,2022-08-01 0:00:00,Postmates,L2,"$774,026","-$646,753","22,802","$161,039","$1,006,494","-$99,091","-$31,818",-$299,"-$25,974","$9,542","$123,506",226,"5,565",90.05%,9.95%
,2022-09-01 0:00:00,Postmates,L2,"$766,234","-$640,260","22,205","$151,948","$988,312","-$102,727","-$35,455",-$373,"-$24,286","$8,881","$105,455",213,"5,501",89.96%,10.04%
,2022-10-01 0:00:00,Postmates,L2,"$793,506","-$662,338","22,843","$157,143","$1,023,377","-$105,844","-$31,299",-$709,"-$24,935","$9,244","$111,688",200,"5,431",89.63%,10.37%
,2022-11-01 0:00:00,Postmates,L2,"$740,260","-$618,182","21,225","$146,753","$955,844","-$95,195","-$30,519",-$664,"-$23,247","$8,815","$115,584",165,"5,161",89.58%,10.42%
,2022-12-01 0:00:00,Postmates,L2,"$762,338","-$636,364","21,246","$149,351","$981,818","-$94,286","-$30,909",-$669,"-$23,896","$8,615","$119,091",156,"5,102",89.88%,10.12%
,2023-01-01 0:00:00,Postmates,L2,"$751,948","-$632,468","21,212","$153,247","$975,325","-$94,286","-$31,948",-$570,"-$24,156","$8,565","$117,403",155,"4,752",90.34%,9.66%
,2023-02-01 0:00:00,Postmates,L2,"$710,390","-$597,403","19,938","$141,558","$916,883","-$88,961","-$33,506",-$659,"-$20,909","$7,823","$107,662",159,"4,686",90.38%,9.62%
,2023-03-01 0:00:00,Postmates,L2,"$806,494","-$679,221","22,608","$154,545","$1,035,065","-$100,779","-$36,104","-$2,038","-$20,779","$8,195","$122,338",207,"4,958",90.46%,9.54%
,2023-04-01 0:00:00,Postmates,L2,"$732,468","-$618,182","20,751","$144,156","$944,156","-$92,597","-$23,636",-$911,"-$18,831","$7,379","$123,896",138,"4,604",90.12%,9.88%
,2023-05-01 0:00:00,Postmates,L2,"$755,844","-$637,662","21,476","$144,156","$968,831","-$97,532","-$34,286",-$926,"-$18,961","$7,769","$114,935",186,"4,684",90.13%,9.87%
,2023-06-01 0:00:00,Postmates,L2,"$698,701","-$590,909","19,919","$140,260","$902,597","-$91,039","-$21,558","-$1,053","-$17,403","$7,455","$115,974",159,"4,462",89.90%,10.10%
,2022-06-01 0:00:00,Postmates,M1,"$2,135","-$1,713",79,$497,"$2,874",-$281,-$87,-$10,-$37,$23,$466,6,33,68.54%,31.46%
,2022-07-01 0:00:00,Postmates,M1,"$2,195","-$1,774",80,$498,"$2,940",-$285,-$131,-$6,-$38,$23,$410,7,33,70.00%,30.00%
,2022-08-01 0:00:00,Postmates,M1,"$2,129","-$1,717",78,$452,"$2,817",-$271,-$179,-$5,-$37,$23,$329,6,31,68.71%,31.29%
,2022-09-01 0:00:00,Postmates,M1,"$2,047","-$1,661",74,$409,"$2,684",-$244,-$180,-$4,-$35,$22,$262,5,31,68.14%,31.86%
,2022-10-01 0:00:00,Postmates,M1,"$2,049","-$1,651",75,$423,"$2,701",-$255,-$158,-$11,-$33,$19,$296,5,30,68.89%,31.11%
,2022-11-01 0:00:00,Postmates,M1,"$2,132","-$1,718",76,$379,"$2,744",-$270,-$194,-$14,-$36,$20,$191,4,29,68.07%,31.93%
,2022-12-01 0:00:00,Postmates,M1,"$2,197","-$1,778",79,$339,"$2,770",-$286,-$167,-$7,-$32,$18,$147,4,28,67.33%,32.67%
,2023-01-01 0:00:00,Postmates,M1,"$2,259","-$1,813",83,$354,"$2,856",-$275,-$208,-$14,-$34,$17,$187,4,25,68.76%,31.24%
,2023-02-01 0:00:00,Postmates,M1,"$2,225","-$1,785",78,$376,"$2,838",-$276,-$221,-$11,-$47,$17,$181,5,25,68.46%,31.54%
,2023-03-01 0:00:00,Postmates,M1,"$2,895","-$2,326",101,$482,"$3,687",-$353,-$299,-$91,-$58,$21,$244,8,31,67.84%,32.16%
,2023-04-01 0:00:00,Postmates,M1,"$2,631","-$2,117",95,$448,"$3,362",-$348,-$230,-$37,-$50,$20,$243,4,28,67.21%,32.79%
,2023-05-01 0:00:00,Postmates,M1,"$2,762","-$2,228",99,$464,"$3,521",-$451,-$299,-$32,-$47,$22,$141,6,29,68.83%,31.17%
,2023-06-01 0:00:00,Postmates,M1,"$2,704","-$2,182",98,$453,"$3,449",-$394,-$216,-$91,-$43,$22,$249,7,31,69.72%,30.28%
,2022-06-01 0:00:00,Postmates,M2,"$87,532","-$70,390","2,816","$17,532","$111,299","-$7,442","-$2,198",-$176,"-$1,816",$809,"$22,078",79,912,84.58%,15.42%
,2022-07-01 0:00:00,Postmates,M2,"$88,312","-$71,299","2,831","$16,883","$111,558","-$7,145","-$2,476",-$124,"-$1,772",$795,"$21,429",76,898,84.95%,15.05%
,2022-08-01 0:00:00,Postmates,M2,"$88,052","-$71,169","2,821","$16,104","$110,390","-$7,206","-$3,509",-$70,"-$1,762",$761,"$19,481",72,863,85.69%,14.31%
,2022-09-01 0:00:00,Postmates,M2,"$85,584","-$68,961","2,684","$14,675","$106,234","-$6,703","-$3,334",-$50,"-$1,652",$716,"$17,922",59,819,85.63%,14.37%
,2022-10-01 0:00:00,Postmates,M2,"$87,922","-$70,909","2,725","$14,935","$109,091","-$7,003","-$3,222",-$133,"-$1,691",$754,"$18,442",56,802,85.57%,14.43%
,2022-11-01 0:00:00,Postmates,M2,"$83,117","-$67,013","2,563","$14,416","$103,247","-$6,385","-$3,268",-$121,"-$1,724",$699,"$17,662",44,768,85.33%,14.67%
,2022-12-01 0:00:00,Postmates,M2,"$89,610","-$72,208","2,679","$15,195","$111,039","-$7,121","-$3,127",-$194,"-$1,837",$690,"$18,961",45,784,86.23%,13.77%
,2023-01-01 0:00:00,Postmates,M2,"$82,078","-$65,844","2,519","$14,545","$102,468","-$6,518","-$3,375",-$228,"-$1,765",$679,"$18,052",45,624,85.97%,14.03%
,2023-02-01 0:00:00,Postmates,M2,"$76,753","-$61,558","2,356","$13,766","$95,844","-$5,899","-$3,419",-$206,"-$1,641",$634,"$16,753",41,600,86.18%,13.82%
,2023-03-01 0:00:00,Postmates,M2,"$93,636","-$75,195","2,801","$16,494","$116,753","-$7,416","-$4,845","-$1,452","-$2,003",$710,"$19,740",76,686,86.22%,13.78%
,2023-04-01 0:00:00,Postmates,M2,"$87,273","-$70,130","2,601","$15,844","$109,091","-$7,179","-$3,379",-$571,"-$1,849",$658,"$19,870",44,622,85.87%,14.13%
,2023-05-01 0:00:00,Postmates,M2,"$85,844","-$69,091","2,567","$15,844","$107,792","-$6,797","-$3,996",-$340,"-$1,813",$713,"$19,870",49,600,86.20%,13.80%
,2023-06-01 0:00:00,Postmates,M2,"$78,831","-$63,247","2,371","$15,974","$100,130","-$6,144","-$2,388",-$416,"-$1,705",$697,"$20,260",50,573,86.28%,13.72%
,2022-06-01 0:00:00,Postmates,N1,"$29,740","-$24,156","1,019","$5,850","$38,831","-$3,367",-$932,-$39,-$565,$416,"$6,500",26,334,85.88%,14.12%
,2022-07-01 0:00:00,Postmates,N1,"$30,909","-$25,195","1,053","$5,627","$40,000","-$3,403","-$1,227",-$30,-$557,$398,"$6,079",25,333,85.84%,14.16%
,2022-08-01 0:00:00,Postmates,N1,"$31,299","-$25,584","1,063","$5,573","$40,260","-$3,347","-$1,972",-$38,-$559,$387,"$5,340",24,327,86.15%,13.85%
,2022-09-01 0:00:00,Postmates,N1,"$31,688","-$25,844","1,059","$4,975","$40,000","-$3,242","-$2,293",-$93,-$559,$364,"$4,265",26,345,85.53%,14.47%
,2022-10-01 0:00:00,UberEats,N1,"$175,804","-$140,361","6,154","$41,995","$238,007","-$20,928","-$5,448","-$1,071","-$10,470","$3,236","$38,363",138,"1,902",78.96%,21.04%
,2022-11-01 0:00:00,UberEats,N1,"$167,462","-$133,878","5,905","$39,254","$225,917","-$20,610","-$3,901","-$1,088","-$9,432","$3,232","$37,776",129,"1,834",78.13%,21.87%
,2022-12-01 0:00:00,UberEats,N1,"$177,046","-$141,450","6,049","$40,908","$238,188","-$21,408","-$6,475","-$1,187","-$9,956","$3,302","$37,602",129,"1,876",78.73%,21.27%
,2023-01-01 0:00:00,UberEats,N1,"$185,614","-$147,988","6,512","$42,981","$249,848","-$21,256","-$7,562","-$1,311","-$10,855","$3,354","$40,468",139,"1,908",79.61%,20.39%
,2023-02-01 0:00:00,UberEats,N1,"$179,932","-$143,614","6,271","$42,467","$242,452","-$18,700","-$7,988",-$844,"-$11,047","$3,176","$40,505",129,"1,889",77.77%,22.23%
,2023-03-01 0:00:00,UberEats,N1,"$214,406","-$172,291","7,509","$43,667","$281,881","-$24,282","-$9,812",-$888,"-$10,116","$3,302","$39,282",164,"2,139",77.51%,22.49%
,2023-04-01 0:00:00,UberEats,N1,"$212,522","-$171,043","7,412","$43,187","$279,235","-$25,698","-$11,070","-$1,267","-$9,691","$3,293","$36,968",164,"2,143",77.02%,22.98%
,2023-05-01 0:00:00,UberEats,N1,"$215,248","-$173,756","7,519","$43,919","$282,827","-$25,931","-$9,913","-$1,305","-$9,534","$3,771","$40,356",173,"2,182",76.80%,23.20%
,2023-06-01 0:00:00,UberEats,N1,"$211,282","-$170,955","7,432","$42,973","$277,796","-$23,430","-$7,024","-$1,325","-$9,156","$3,864","$42,128",180,"2,151",76.76%,23.24%
,2022-06-01 0:00:00,UberEats,N2,"$751,454","-$602,381","27,699","$160,504","$970,456","-$89,041","-$22,444","-$5,301","-$26,879","$9,524","$140,215",549,"7,841",77.23%,22.77%
,2022-07-01 0:00:00,UberEats,N2,"$813,559","-$657,368","29,432","$167,621","$1,044,157","-$87,169","-$31,390","-$5,071","-$33,362","$10,454","$127,842",591,"8,119",78.25%,21.75%
,2022-08-01 0:00:00,UberEats,N2,"$809,872","-$652,450","29,515","$168,789","$1,041,402","-$82,535","-$32,864","-$4,490","-$33,967","$10,318","$137,009",550,"8,032",77.85%,22.15%
,2022-09-01 0:00:00,UberEats,N2,"$789,187","-$635,091","28,288","$164,357","$1,014,384","-$67,731","-$32,587","-$4,191","-$33,926","$9,428","$132,588",503,"7,806",78.19%,21.81%
,2022-10-01 0:00:00,UberEats,N2,"$851,315","-$685,982","30,053","$173,351","$1,089,978","-$69,395","-$32,368","-$4,530","-$37,033","$10,309","$132,986",513,"8,038",78.41%,21.59%
,2022-11-01 0:00:00,UberEats,N2,"$803,790","-$647,820","28,749","$168,037","$1,033,902","-$64,640","-$23,371","-$4,749","-$36,679","$10,571","$133,360",477,"7,822",77.69%,22.31%
,2022-12-01 0:00:00,UberEats,N2,"$893,321","-$720,448","31,066","$189,330","$1,151,658","-$75,153","-$26,395","-$5,582","-$43,962","$11,447","$154,204",526,"8,337",78.01%,21.99%
,2023-01-01 0:00:00,UberEats,N2,"$866,455","-$698,230","30,596","$183,945","$1,117,342","-$70,260","-$31,193","-$4,605","-$45,508","$11,642","$144,923",494,"8,084",78.49%,21.51%
,2023-02-01 0:00:00,UberEats,N2,"$839,872","-$676,850","29,473","$177,873","$1,081,180","-$63,415","-$37,678","-$3,026","-$45,620","$11,161","$148,110",444,"7,897",78.01%,21.99%
,2023-03-01 0:00:00,UberEats,N2,"$965,552","-$782,324","33,816","$202,654","$1,241,895","-$74,542","-$39,713","-$2,479","-$52,916","$12,112","$174,413",541,"8,527",77.29%,22.71%
,2023-04-01 0:00:00,UberEats,N2,"$906,055","-$734,592","31,609","$190,167","$1,165,101","-$76,767","-$28,381","-$4,519","-$50,094","$12,188","$174,667",500,"8,345",76.71%,23.29%
,2023-05-01 0:00:00,UberEats,N2,"$882,580","-$715,801","31,082","$183,888","$1,132,883","-$78,511","-$23,225","-$4,541","-$46,488","$13,813","$178,306",515,"8,348",76.86%,23.14%
,2023-06-01 0:00:00,UberEats,N2,"$874,356","-$709,135","30,472","$180,685","$1,122,082","-$75,842","-$18,813","-$4,509","-$44,902","$14,833","$178,574",541,"8,325",77.61%,22.39%
,2022-06-01 0:00:00,UberEats,N3,"$1,700,909","-$1,402,281","62,615","$308,655","$2,154,173","-$184,625","-$46,456","-$13,184","-$60,645","$15,472","$299,038","1,090","15,370",79.73%,20.27%
,2022-07-01 0:00:00,UberEats,N3,"$1,777,446","-$1,484,431","64,362","$342,286","$2,270,744","-$197,193","-$77,956","-$10,260","-$71,939","$17,662","$234,782","1,047","15,398",80.73%,19.27%
,2022-08-01 0:00:00,UberEats,N3,"$1,772,800","-$1,471,749","64,470","$342,740","$2,265,300","-$191,072","-$79,518","-$8,471","-$75,037","$17,488","$262,128",909,"15,273",80.52%,19.48%
,2022-09-01 0:00:00,UberEats,N3,"$1,804,725","-$1,497,949","63,859","$346,224","$2,302,394","-$184,750","-$78,524","-$6,851","-$80,356","$15,318","$236,033",809,"15,262",81.62%,18.38%
,2022-10-01 0:00:00,UberEats,N3,"$1,979,162","-$1,642,267","69,007","$370,726","$2,515,953","-$177,537","-$79,477","-$6,356","-$89,772","$17,344","$224,712",763,"15,799",81.90%,18.10%
,2022-11-01 0:00:00,UberEats,N3,"$1,856,213","-$1,542,297","65,375","$353,842","$2,365,599","-$157,582","-$58,201","-$6,495","-$86,409","$18,446","$278,107",713,"15,408",81.97%,18.03%
,2022-12-01 0:00:00,UberEats,N3,"$2,045,240","-$1,700,386","69,937","$395,671","$2,611,840","-$181,636","-$63,377","-$7,764","-$100,099","$20,058","$297,160",802,"16,522",81.78%,18.22%
,2023-01-01 0:00:00,UberEats,N3,"$2,009,307","-$1,669,849","69,764","$391,561","$2,569,114","-$158,629","-$72,094","-$7,558","-$103,810","$20,366","$318,554",733,"16,018",82.51%,17.49%
,2023-02-01 0:00:00,UberEats,N3,"$1,980,782","-$1,648,102","67,922","$384,178","$2,530,509","-$152,039","-$88,630","-$5,784","-$106,293","$19,511","$322,018",676,"15,859",82.13%,17.87%
,2023-03-01 0:00:00,UberEats,N3,"$2,292,291","-$1,911,219","78,500","$420,621","$2,903,032","-$172,779","-$114,541","-$6,295","-$114,098","$21,362","$328,919",819,"16,980",81.78%,18.22%
,2023-04-01 0:00:00,UberEats,N3,"$2,183,111","-$1,823,374","74,289","$396,882","$2,760,941","-$162,115","-$102,610","-$6,681","-$107,203","$21,410","$308,010",744,"16,671",81.22%,18.78%
,2023-05-01 0:00:00,UberEats,N3,"$2,137,220","-$1,784,143","73,649","$384,735","$2,699,077","-$163,291","-$101,133","-$6,795","-$99,687","$24,342","$340,982",766,"16,764",81.58%,18.42%
,2023-06-01 0:00:00,UberEats,N3,"$2,100,935","-$1,754,407","71,848","$375,294","$2,649,714","-$175,744","-$59,270","-$7,144","-$96,299","$26,330","$351,577",806,"16,588",81.59%,18.41%
,2022-06-01 0:00:00,UberEats,N4,"$551,235","-$435,312","19,517","$109,448","$706,379","-$66,478","-$12,890","-$3,292","-$17,511","$6,109","$126,489",326,"5,633",76.59%,23.41%
,2022-07-01 0:00:00,UberEats,N4,"$587,958","-$468,664","20,257","$119,455","$756,190","-$68,658","-$18,849","-$2,999","-$20,050","$6,486","$120,054",341,"5,825",77.47%,22.53%
,2022-08-01 0:00:00,UberEats,N4,"$585,282","-$465,211","20,341","$119,986","$753,809","-$68,245","-$18,518","-$2,496","-$20,467","$6,459","$124,371",313,"5,783",77.47%,22.53%
,2022-09-01 0:00:00,UberEats,N4,"$565,571","-$450,005","19,338","$114,320","$726,446","-$62,163","-$18,146","-$2,293","-$19,682","$5,943","$116,862",280,"5,590",77.37%,22.63%
,2022-10-01 0:00:00,UberEats,N4,"$611,117","-$485,898","20,768","$114,564","$775,894","-$63,183","-$17,698","-$2,309","-$19,612","$6,348","$116,856",285,"5,822",77.06%,22.94%
,2022-11-01 0:00:00,UberEats,N4,"$581,824","-$462,631","19,847","$117,146","$746,971","-$58,093","-$12,390","-$2,333","-$21,731","$6,668","$125,483",256,"5,638",76.89%,23.11%
,2022-12-01 0:00:00,UberEats,N4,"$644,432","-$513,130","21,349","$131,700","$828,858","-$66,008","-$14,680","-$2,803","-$25,763","$7,139","$143,254",283,"6,037",77.49%,22.51%
,2023-01-01 0:00:00,UberEats,N4,"$628,066","-$499,653","21,179","$128,341","$807,734","-$61,056","-$18,446","-$2,946","-$26,490","$7,130","$140,960",286,"5,923",77.77%,22.23%
,2023-02-01 0:00:00,UberEats,N4,"$590,782","-$469,754","19,814","$119,750","$759,003","-$54,356","-$22,392","-$2,042","-$25,537","$6,725","$138,842",244,"5,688",77.54%,22.46%
,2022-10-01 0:00:00,Postmates,N1,"$32,597","-$26,623","1,087","$5,099","$41,169","-$3,399","-$1,964",-$127,-$595,$367,"$4,123",25,341,84.18%,15.82%
,2022-11-01 0:00:00,Postmates,N1,"$31,558","-$25,714","1,048","$4,961","$40,000","-$3,104","-$2,159",-$115,-$564,$367,"$4,205",21,326,84.82%,15.18%
,2022-12-01 0:00:00,Postmates,N1,"$31,818","-$25,844","1,017","$4,606","$39,740","-$2,829","-$1,808",-$58,-$537,$344,"$4,686",16,309,85.63%,14.37%
,2023-01-01 0:00:00,Postmates,N1,"$31,818","-$25,714","1,045","$4,608","$39,740","-$2,821","-$1,971",-$27,-$552,$338,"$4,782",15,276,85.40%,14.60%
,2023-02-01 0:00:00,Postmates,N1,"$30,130","-$24,416",992,"$4,421","$37,662","-$2,700","-$2,153",-$48,-$505,$300,"$4,193",14,271,84.04%,15.96%
,2023-03-01 0:00:00,Postmates,N1,"$34,675","-$28,182","1,125","$5,050","$43,377","-$3,268","-$2,039",-$321,-$571,$327,"$5,050",24,292,84.16%,15.84%
,2023-04-01 0:00:00,Postmates,N1,"$33,117","-$26,883","1,076","$4,791","$41,299","-$3,264","-$1,828",-$170,-$531,$304,"$4,941",20,285,84.06%,15.94%
,2023-05-01 0:00:00,Postmates,N1,"$33,377","-$27,143","1,080","$4,782","$41,558","-$3,375","-$2,239",-$97,-$514,$315,"$4,624",24,283,84.26%,15.74%
,2023-06-01 0:00:00,Postmates,N1,"$31,039","-$25,195","1,026","$4,536","$38,831","-$3,036","-$1,381",-$150,-$467,$302,"$4,970",24,272,84.77%,15.23%
,2022-06-01 0:00:00,Postmates,N2,"$9,392","-$7,775",310,"$1,541","$11,636",-$662,-$352,-$118,-$168,$73,"$1,680",27,171,84.19%,15.81%
,2022-07-01 0:00:00,Postmates,N2,"$10,330","-$8,554",336,"$1,686","$12,788",-$721,-$652,-$90,-$176,$75,"$1,447",33,183,83.88%,16.12%
,2022-08-01 0:00:00,Postmates,N2,"$10,596","-$8,714",339,"$1,749","$13,117",-$741,"-$1,124",-$62,-$193,$73,"$1,089",35,175,84.24%,15.76%
,2022-09-01 0:00:00,Postmates,N2,"$9,906","-$8,175",318,"$1,517","$12,155",-$558,-$930,-$40,-$173,$67,"$1,033",24,165,84.96%,15.04%
,2022-10-01 0:00:00,Postmates,N2,"$10,638","-$8,747",330,"$1,674","$13,117",-$594,"-$1,005",-$161,-$209,$76,$984,25,161,84.94%,15.06%
,2022-11-01 0:00:00,Postmates,N2,"$11,330","-$9,265",341,"$1,600","$13,766",-$630,"-$1,528",-$261,-$224,$75,$397,23,161,84.95%,15.05%
,2022-12-01 0:00:00,Postmates,N2,"$12,071","-$9,891",363,"$1,438","$14,416",-$779,"-$1,155",-$306,-$185,$71,$619,26,162,84.50%,15.50%
,2023-01-01 0:00:00,Postmates,N2,"$11,371","-$9,221",338,"$1,418","$13,636",-$765,"-$1,629",-$384,-$198,$78,$90,28,128,84.13%,15.87%
,2023-02-01 0:00:00,Postmates,N2,"$12,061","-$9,797",352,"$1,567","$14,416",-$782,"-$1,970",-$453,-$257,$85,$16,28,137,85.46%,14.54%
